meshblock_id,census_year_id,not_further_defined,other_types,separate_houses,total,two_or_more_flats
1902102,1,3,0,66,72,6
1902103,1,0,0,0,0,0
1902104,1,3,0,69,81,9
1902105,1,0,0,54,57,0
1902200,1,3,0,48,60,9
1902300,1,0,0,24,33,12
1902400,1,0,0,39,45,6
1902501,1,0,0,18,18,0
1902502,1,0,0,33,33,0
1902600,1,3,0,33,36,3
1902700,1,0,0,21,21,3
1902800,1,3,0,69,72,3
1902900,1,0,0,0,0,0
1903000,1,0,0,0,6,0
1903100,1,0,0,0,3,0
1903200,1,3,0,27,30,0
1903300,1,3,0,33,36,3
1903400,1,0,0,36,39,3
1903500,1,0,0,45,48,3
1903600,1,0,0,0,0,0
1903701,1,0,0,0,0,0
1903702,1,0,0,0,0,0
1903703,1,0,0,0,0,0
1903704,1,0,0,0,0,0
1903705,1,0,0,0,0,0
1903706,1,0,0,0,0,0
1903707,1,0,0,0,0,0
1903708,1,0,0,0,0,0
1903709,1,0,0,0,0,0
1903710,1,0,0,0,6,0
1903711,1,0,0,0,0,0
1903712,1,3,0,18,21,0
1903713,1,0,0,0,0,0
1903801,1,0,0,0,3,0
1903802,1,0,0,15,15,0
1903900,1,0,0,6,9,0
1904000,1,0,0,0,0,0
1904100,1,0,0,45,54,9
1904200,1,0,0,24,24,0
1904300,1,3,0,18,27,6
1904400,1,0,0,12,15,0
1904500,1,0,0,21,33,12
1904600,1,0,0,36,42,3
1904700,1,0,0,33,33,3
1904800,1,0,0,0,0,0
1904900,1,0,0,30,33,6
1905000,1,3,0,24,30,3
1905100,1,6,0,9,21,0
1905200,1,3,0,24,27,3
1905300,1,3,0,9,9,0
1905400,1,3,0,21,42,15
1905500,1,0,0,0,6,0
1905600,1,0,0,9,12,0
1905700,1,3,0,6,12,3
1905800,1,0,0,0,0,0
1905900,1,0,0,0,0,0
1906000,1,0,0,0,6,0
1906100,1,0,0,0,3,0
1906200,1,0,0,0,0,0
1906300,1,0,0,0,0,0
1906400,1,0,0,0,6,0
1906500,1,0,0,0,0,0
1906600,1,15,0,21,84,48
1906700,1,3,0,24,42,15
1906800,1,12,0,39,72,21
1906900,1,3,0,27,36,9
1907000,1,0,0,21,24,0
1907100,1,0,0,27,33,6
1907200,1,0,0,21,27,6
1907300,1,0,0,24,36,9
1907400,1,3,0,42,51,9
1907500,1,6,0,27,60,24
1907600,1,3,0,9,27,15
1907700,1,0,0,24,27,0
1907800,1,0,0,27,39,9
1907900,1,12,0,33,57,15
1908000,1,3,0,24,45,15
1908100,1,3,0,12,27,9
1908200,1,6,0,36,60,21
1908300,1,3,0,27,42,15
1908400,1,9,0,24,48,12
1908500,1,12,0,39,60,9
1908601,1,3,0,60,66,3
1908602,1,0,0,0,6,0
1908700,1,6,0,12,30,12
1908800,1,3,0,21,27,0
1908900,1,6,0,54,87,24
1909000,1,3,0,24,39,12
1909100,1,3,0,21,24,3
1909200,1,3,0,66,84,15
1909300,1,0,0,27,24,0
1909400,1,6,0,18,30,6
1909500,1,0,0,30,42,9
1909600,1,0,0,30,39,6
1909700,1,3,0,24,30,3
1909800,1,0,0,42,42,0
1909900,1,3,0,39,45,6
1910000,1,0,0,39,51,12
1910100,1,12,0,24,36,3
1910200,1,12,0,30,72,27
1910300,1,3,0,21,48,21
1910400,1,0,0,18,27,6
1910500,1,0,0,39,39,0
1910601,1,0,0,45,54,6
1910602,1,3,0,54,57,0
1910700,1,0,0,66,69,3
1910800,1,3,0,54,75,15
1910900,1,3,0,60,72,9
1911000,1,0,0,69,78,9
1911101,1,0,0,0,0,0
1911102,1,0,0,24,24,0
1911202,1,6,0,54,66,6
1911203,1,0,0,81,102,21
1911204,1,0,0,30,42,12
1911301,1,3,0,90,93,3
1911302,1,0,0,42,54,12
1911303,1,3,0,63,84,18
1911304,1,3,0,39,57,15
1911305,1,3,0,36,48,9
1911400,1,3,0,33,39,3
1911500,1,3,0,33,33,0
1911600,1,0,0,24,24,0
1911700,1,0,3,21,24,3
1911800,1,3,0,54,81,27
1911901,1,0,0,54,54,3
1911902,1,3,0,39,60,21
1912001,1,3,0,21,27,3
1912002,1,0,0,30,42,12
1912003,1,6,0,42,81,33
1912004,1,3,0,30,57,24
1912005,1,3,0,51,90,36
1912101,1,3,0,51,51,0
1912103,1,3,0,36,42,3
1912104,1,0,0,30,30,0
1912106,1,0,0,42,45,3
1912107,1,0,0,6,6,0
1912108,1,0,0,0,0,0
1912109,1,0,0,6,9,0
1912110,1,0,0,24,24,0
1912111,1,0,0,18,21,0
1912112,1,0,0,15,21,3
1912200,1,0,0,18,24,3
1912301,1,0,0,15,18,0
1912302,1,0,0,12,15,3
1912303,1,0,0,30,30,0
1912304,1,3,0,24,27,0
1912400,1,0,0,0,3,0
1912500,1,0,0,63,66,6
1912600,1,0,0,33,36,3
1912700,1,0,0,39,42,0
1912800,1,3,0,36,54,15
1912900,1,3,0,30,36,6
1913000,1,6,0,57,78,15
1913100,1,0,0,39,54,12
1913200,1,3,0,33,63,30
1913301,1,3,0,54,60,3
1913302,1,0,0,6,9,0
1913303,1,0,0,30,36,6
1913400,1,0,0,24,27,0
1913500,1,3,0,21,33,6
1913601,1,3,0,21,24,3
1913602,1,0,0,0,0,0
1913700,1,3,0,81,90,3
1913801,1,3,0,54,60,3
1913802,1,6,0,36,39,0
1913901,1,3,0,48,51,3
1913902,1,6,0,75,84,3
1914000,1,0,0,0,0,0
1914100,1,0,0,6,6,0
1914200,1,3,0,48,54,3
1914300,1,0,0,6,9,0
1914400,1,0,0,18,21,0
1914501,1,0,0,0,0,0
1914502,1,0,0,0,3,0
1914601,1,0,0,30,30,0
1914602,1,0,0,15,18,0
1914700,1,9,0,45,54,3
1914800,1,3,0,18,24,3
1914900,1,3,0,57,63,6
1915000,1,3,0,24,27,0
1915100,1,3,0,30,33,0
1915201,1,0,0,0,3,0
1915202,1,3,0,39,42,0
1915203,1,3,3,60,66,3
1915204,1,0,0,21,24,0
1915301,1,3,0,24,30,0
1915302,1,0,0,0,3,0
1915400,1,0,0,87,90,0
1915500,1,0,0,54,60,3
1915600,1,0,0,0,0,0
1915700,1,3,3,33,39,3
1915800,1,3,0,18,24,0
1915900,1,0,0,6,9,0
1916000,1,0,0,0,3,0
1916100,1,3,0,27,33,0
1916201,1,0,0,0,3,0
1916202,1,0,0,0,0,0
1916300,1,0,0,12,15,0
1916400,1,0,0,0,0,0
1916500,1,0,0,0,0,0
1916600,1,3,0,18,27,6
1916700,1,0,0,42,42,0
1916800,1,0,0,0,3,0
1916900,1,0,0,36,33,0
1917000,1,0,0,12,15,3
1917100,1,0,0,0,0,0
1917200,1,0,0,0,3,0
1917301,1,0,0,0,0,0
1917302,1,0,0,6,6,0
1917401,1,3,0,33,39,0
1917403,1,3,0,81,93,9
1917407,1,3,0,30,36,0
1917408,1,6,0,75,87,9
1917409,1,0,0,48,51,3
1917410,1,3,0,33,39,3
1917411,1,3,0,24,33,6
1917412,1,3,0,9,9,0
1917413,1,3,0,45,60,12
1917414,1,0,0,18,21,0
1917415,1,0,0,21,21,0
1917416,1,0,0,15,15,0
1917417,1,0,0,12,21,6
1917418,1,0,0,18,24,9
1917419,1,3,0,24,30,3
1917500,1,0,0,78,84,6
1917601,1,0,0,54,60,3
1917602,1,3,0,81,87,3
1917603,1,0,0,36,39,3
1917700,1,3,0,45,51,3
1917800,1,0,0,0,0,0
1917900,1,0,0,15,18,0
1918000,1,3,0,15,15,0
1918100,1,3,0,51,57,3
1918200,1,3,0,57,69,9
1918300,1,3,0,63,69,3
1918400,1,0,0,0,0,0
1918500,1,0,0,3,12,3
1918601,1,3,0,12,15,0
1918602,1,0,0,42,45,0
1918701,1,3,0,27,30,3
1918702,1,0,0,6,9,0
1918803,1,3,0,54,63,6
1918804,1,0,0,42,51,6
1918805,1,3,0,72,78,6
1918807,1,0,0,15,18,0
1918808,1,0,0,0,0,0
1918809,1,0,0,12,18,3
1918810,1,0,0,30,36,6
1918901,1,0,0,0,3,0
1918902,1,0,0,48,51,0
1918903,1,0,0,6,21,15
1919000,1,0,0,45,51,6
1919100,1,0,0,15,18,0
1919201,1,0,0,15,15,0
1919204,1,0,0,36,36,0
1919205,1,0,0,0,0,0
1919206,1,0,0,0,0,0
1919300,1,0,0,30,36,0
1919400,1,3,0,48,54,6
1919502,1,0,0,69,75,6
1919503,1,0,0,9,9,0
1919505,1,0,0,87,99,9
1919506,1,0,0,12,15,3
1919507,1,3,0,24,24,0
1919508,1,0,0,9,12,0
1919509,1,0,0,0,3,0
1919510,1,3,0,12,18,0
1919600,1,0,0,0,0,0
1919701,1,3,0,21,24,0
1919703,1,0,0,18,27,6
1919704,1,0,0,21,24,3
1919705,1,3,0,18,21,0
1919706,1,0,0,21,21,3
1919802,1,3,0,24,27,0
1919803,1,3,0,15,24,6
1919804,1,0,0,21,27,3
1919805,1,3,0,21,30,3
1919900,1,0,0,15,18,3
1920001,1,0,0,9,15,6
1920002,1,0,0,12,12,0
1920100,1,0,0,27,27,0
1920200,1,0,0,51,60,6
1920300,1,0,0,30,30,0
1920401,1,0,0,24,24,0
1920402,1,0,0,24,24,0
1920403,1,0,0,15,21,6
1920404,1,0,0,33,33,0
1920501,1,0,0,21,21,3
1920502,1,0,0,18,18,0
1920601,1,0,0,18,18,0
1920602,1,0,0,18,21,0
1920700,1,0,0,24,30,3
1920800,1,3,0,54,60,6
1920900,1,3,0,24,24,0
1921000,1,0,0,21,18,0
1921100,1,0,0,30,30,0
1921200,1,0,0,18,18,0
1921304,1,0,0,42,63,18
1921305,1,0,0,0,0,0
1921306,1,0,0,24,30,9
1921307,1,0,0,33,42,9
1921308,1,0,0,18,24,6
1921309,1,0,0,21,24,3
1921310,1,0,0,15,18,3
1921401,1,0,0,30,39,9
1921402,1,3,0,39,48,6
1921403,1,0,0,9,15,6
1921500,1,6,0,63,90,24
1921600,1,3,0,30,45,15
1921700,1,3,0,15,21,3
1921800,1,0,0,60,72,12
1921900,1,0,0,24,33,9
1922001,1,3,0,60,75,12
1922002,1,0,0,39,45,6
1922100,1,0,0,0,0,0
1922201,1,6,0,12,18,3
1922202,1,0,0,0,3,0
1922300,1,3,0,54,66,9
1922400,1,0,0,24,27,3
1922502,1,0,0,15,30,12
1922503,1,0,0,24,24,0
1922504,1,0,0,27,33,6
1922601,1,3,0,18,27,9
1922602,1,0,0,24,30,6
1922700,1,3,0,60,69,9
1922801,1,0,0,60,69,6
1922802,1,3,0,33,42,3
1922900,1,6,0,15,27,6
1923000,1,0,0,42,63,21
1923100,1,3,0,24,33,9
1923200,1,0,0,0,0,0
1923300,1,9,0,39,66,18
1923400,1,3,0,30,54,15
1923500,1,3,0,39,66,24
1923600,1,6,0,24,75,45
1923700,1,0,0,0,0,0
1923800,1,3,0,42,45,3
1923900,1,0,0,48,48,3
1924000,1,3,0,45,57,6
1924100,1,6,0,30,42,9
1924200,1,3,0,24,33,6
1924300,1,0,0,18,21,3
1924400,1,3,0,18,27,6
1924500,1,0,0,15,24,9
1924600,1,3,0,30,66,33
1924700,1,3,0,21,39,15
1924800,1,3,0,18,24,3
1924900,1,0,0,36,39,3
1925000,1,0,0,0,0,0
1925100,1,0,0,0,0,0
1925200,1,3,0,15,39,21
1925300,1,0,0,0,0,0
1925400,1,24,0,21,66,24
1925500,1,3,0,33,36,3
1925600,1,0,0,18,21,3
1925700,1,9,0,9,54,39
1925800,1,0,0,0,0,0
1925900,1,0,0,0,3,0
1926000,1,3,0,54,69,12
1926100,1,0,0,27,30,0
1926200,1,3,0,42,48,0
1926300,1,3,0,51,57,6
1926400,1,3,0,9,12,0
1926500,1,0,0,9,12,0
1926600,1,0,0,0,0,0
1926700,1,0,0,0,0,0
1926800,1,3,0,48,57,6
1926900,1,3,0,60,66,0
1927001,1,3,0,33,39,3
1927002,1,0,0,9,9,0
1927100,1,3,0,45,48,0
1927200,1,0,0,30,36,0
1927301,1,0,0,9,9,0
1927302,1,3,0,27,30,0
1927401,1,0,0,9,9,0
1927402,1,0,0,42,45,3
1927403,1,0,0,39,42,3
1927500,1,0,0,0,0,0
1927600,1,3,0,39,57,15
1927700,1,6,0,36,51,9
1927801,1,0,0,30,27,0
1927802,1,0,0,9,9,0
1927900,1,0,3,27,30,0
1928000,1,0,0,39,48,6
1928100,1,3,0,45,57,9
1928200,1,0,0,27,30,3
1928300,1,0,0,63,69,6
1928400,1,0,0,30,36,3
1928500,1,3,0,9,12,0
1928600,1,0,0,0,0,0
1928700,1,3,0,42,51,9
1928801,1,3,0,24,24,0
1928802,1,3,0,33,42,9
1928803,1,0,0,15,21,6
1928900,1,0,0,39,42,3
1929000,1,0,0,24,24,0
1929100,1,0,0,39,45,6
1929200,1,0,0,27,30,0
1929300,1,3,0,42,45,3
1929400,1,6,0,21,42,15
1929500,1,0,0,9,15,3
1929600,1,0,0,9,9,0
1929700,1,3,0,39,54,12
1929800,1,0,0,45,51,3
1929901,1,0,0,6,6,0
1929902,1,0,0,18,18,0
1929903,1,3,0,18,24,6
1930001,1,0,0,18,18,0
1930002,1,0,0,9,15,6
1930003,1,0,0,12,12,0
1930004,1,0,0,9,15,3
1930101,1,0,0,18,24,6
1930102,1,3,0,27,30,0
1930103,1,3,0,15,21,6
1930104,1,3,0,15,27,12
1930200,1,0,0,39,48,12
1930300,1,0,0,0,0,0
1930400,1,3,0,3,9,3
1930500,1,0,0,0,0,0
1930600,1,0,0,0,6,0
1930700,1,0,0,0,0,0
1930800,1,3,0,33,42,6
1930900,1,0,0,0,0,0
1931000,1,3,0,21,33,9
1931101,1,3,0,57,60,0
1931102,1,3,0,12,18,6
1931200,1,0,0,27,30,0
1931301,1,0,0,9,12,0
1931302,1,0,0,27,27,0
1931400,1,6,0,42,54,6
1931500,1,0,0,21,24,3
1931600,1,3,0,0,12,9
1931700,1,6,0,3,21,9
1931800,1,3,0,39,45,3
1931900,1,3,0,72,78,0
1932000,1,6,0,39,60,15
1932100,1,3,0,45,57,6
1932200,1,3,0,21,27,3
1932300,1,3,0,42,54,12
1932400,1,9,0,18,42,15
1932500,1,3,0,18,21,0
1932600,1,0,0,0,0,0
1932700,1,0,0,0,0,0
1932801,1,3,0,48,54,3
1932802,1,0,0,57,57,0
1932900,1,0,0,0,0,0
1933000,1,0,0,6,9,0
1933100,1,3,0,12,18,3
1933200,1,9,0,24,48,15
1933300,1,9,0,6,21,6
1933400,1,9,0,15,39,15
1933500,1,3,0,3,24,18
1933600,1,0,0,42,57,12
1933700,1,0,0,15,18,3
1933800,1,9,0,39,57,9
1933900,1,6,0,27,39,6
1934000,1,3,0,42,51,3
1934100,1,3,0,39,63,18
1934200,1,3,0,27,33,3
1934300,1,6,0,45,54,3
1934400,1,6,0,30,36,3
1934500,1,0,0,0,0,0
1934600,1,0,0,0,0,0
1934700,1,18,0,3,51,33
1934800,1,15,0,15,66,33
1934900,1,6,0,15,42,24
1935000,1,3,0,27,48,18
1935100,1,9,0,3,24,12
1935200,1,3,0,24,39,9
1935300,1,3,0,39,51,9
1935400,1,0,0,12,18,6
1935500,1,6,0,18,30,6
1935600,1,0,0,15,21,6
1935700,1,3,0,21,30,3
1935800,1,9,0,21,51,18
1935900,1,6,0,24,42,12
1936000,1,3,0,15,21,3
1936100,1,0,0,24,36,9
1936200,1,3,0,3,12,6
1936300,1,3,0,24,42,18
1936400,1,3,0,6,15,6
1936500,1,0,0,15,27,9
1936600,1,12,0,21,66,33
1936700,1,6,0,18,30,6
1936800,1,3,0,12,21,3
1936900,1,6,0,24,36,6
1937000,1,3,0,21,36,6
1937100,1,0,0,30,36,0
1937200,1,3,0,15,21,3
1937300,1,9,0,27,57,21
1937400,1,3,0,18,27,6
1937500,1,3,0,15,24,6
1937600,1,0,0,0,3,0
1937700,1,0,0,0,0,0
1937800,1,0,0,9,24,15
1937900,1,6,0,30,39,9
1938000,1,3,0,12,21,6
1938100,1,3,0,18,27,6
1938200,1,3,0,21,30,6
1938300,1,3,0,27,33,3
1938400,1,3,0,15,18,0
1938500,1,0,0,12,21,6
1938600,1,3,0,27,30,3
1938700,1,3,0,12,27,12
1938800,1,6,0,33,39,0
1938900,1,0,0,21,33,9
1939000,1,0,0,18,27,9
1939100,1,6,0,9,21,6
1939200,1,6,0,18,24,3
1939300,1,6,0,27,39,9
1939400,1,0,0,18,24,3
1939500,1,3,0,24,36,9
1939600,1,3,0,27,33,3
1939700,1,0,0,0,0,0
1939800,1,6,0,24,36,9
1939900,1,6,0,33,45,3
1940000,1,6,0,30,36,3
1940100,1,3,0,18,30,6
1940200,1,21,0,12,69,36
1940300,1,3,0,24,42,12
1940401,1,3,0,27,36,6
1940402,1,0,0,0,0,0
1940403,1,0,0,0,3,0
1940500,1,3,0,21,24,3
1940600,1,3,0,12,21,9
1940700,1,0,0,0,0,0
1940800,1,0,0,9,21,6
1940900,1,6,0,21,42,15
1941000,1,0,0,12,12,3
1941100,1,9,0,6,39,27
1941200,1,3,0,21,21,0
1941300,1,0,0,39,57,18
1941400,1,0,0,21,24,3
1941500,1,3,0,30,36,0
1941600,1,3,0,33,36,3
1941700,1,0,0,0,0,0
1941800,1,3,0,39,48,6
1941900,1,6,0,39,60,15
1942000,1,3,0,45,57,9
1942100,1,0,0,36,39,0
1942200,1,3,0,42,54,9
1942301,1,0,0,15,15,0
1942302,1,3,0,24,36,12
1942400,1,3,0,24,30,6
1942500,1,0,0,21,27,3
1942600,1,0,0,27,30,0
1942701,1,0,0,0,0,0
1942702,1,0,0,21,27,6
1942800,1,6,0,33,57,21
1942900,1,3,0,18,30,9
1943000,1,3,0,12,21,9
1943101,1,3,0,15,24,9
1943102,1,0,0,9,12,0
1943200,1,3,0,21,36,12
1943300,1,3,0,9,24,9
1943400,1,6,0,24,42,12
1943500,1,3,0,33,48,9
1943600,1,3,0,24,30,3
1943701,1,0,0,0,0,0
1943702,1,0,0,0,0,0
1943703,1,0,0,30,33,3
1943800,1,0,0,39,54,12
1943901,1,0,0,6,9,0
1943902,1,3,0,39,51,9
1944000,1,3,0,27,39,9
1944100,1,0,0,21,21,3
1944200,1,0,0,30,54,21
1944300,1,12,0,30,63,21
1944400,1,3,0,18,33,9
1944500,1,6,0,27,42,9
1944600,1,0,0,21,21,0
1944701,1,3,0,30,33,3
1944702,1,3,0,3,12,6
1944703,1,0,0,0,3,0
1944704,1,3,0,3,21,15
1944705,1,9,0,3,36,24
1944800,1,6,0,18,42,18
1944901,1,3,0,15,24,6
1944902,1,0,0,30,33,0
1944903,1,3,0,15,21,6
1944904,1,3,0,24,30,3
1945000,1,6,0,27,48,18
1945100,1,0,0,18,27,3
1945200,1,0,0,36,42,6
1945300,1,0,0,0,0,0
1945400,1,9,0,6,36,21
1945500,1,0,0,15,24,9
1945600,1,0,0,33,36,3
1945700,1,0,0,27,33,6
1945800,1,9,0,30,51,15
1945900,1,0,0,18,36,18
1946000,1,3,0,39,42,3
1946100,1,0,0,30,33,3
1946200,1,6,0,21,36,12
1946300,1,6,0,21,51,21
1946400,1,0,0,6,15,3
1946500,1,6,0,12,30,12
1946600,1,9,0,12,36,18
1946700,1,9,0,30,69,30
1946800,1,6,0,45,72,21
1946900,1,0,0,39,51,15
1947000,1,3,0,24,54,24
1947100,1,0,0,21,33,9
1947200,1,12,0,21,42,12
1947300,1,3,0,18,30,12
1947400,1,3,0,18,33,12
1947500,1,3,0,36,51,12
1947600,1,3,0,33,39,3
1947700,1,3,0,15,24,9
1947801,1,0,0,9,12,0
1947802,1,0,0,15,18,3
1947803,1,3,0,15,18,6
1947804,1,0,0,9,15,6
1947900,1,0,0,33,42,9
1948000,1,6,0,15,39,18
1948101,1,6,0,0,15,6
1948102,1,9,0,6,27,15
1948103,1,6,0,3,18,12
1948200,1,6,0,48,69,21
1948300,1,12,0,39,72,24
1948400,1,0,0,6,6,0
1948500,1,9,0,27,45,9
1948600,1,3,0,6,21,12
1948700,1,6,0,3,24,15
1948800,1,6,0,54,81,24
1948900,1,9,0,30,54,18
1949000,1,0,0,21,27,6
1949100,1,0,0,0,0,0
1949200,1,6,0,18,21,3
1949300,1,6,0,9,24,9
1949400,1,6,0,36,51,9
1949500,1,3,0,18,24,3
1949600,1,0,0,9,18,6
1949700,1,3,0,30,54,21
1949800,1,6,0,15,30,9
1949900,1,15,0,30,60,12
1950000,1,3,0,12,18,0
1950100,1,6,0,36,48,3
1950200,1,9,0,27,78,39
1950300,1,9,0,21,42,12
1950400,1,9,0,15,45,21
1950500,1,6,0,21,36,12
1950600,1,3,0,21,42,18
1950700,1,6,0,30,42,6
1950800,1,0,0,36,45,9
1950900,1,3,0,24,36,12
1951000,1,3,0,27,48,15
1951100,1,3,0,48,63,12
1951200,1,6,0,36,51,9
1951300,1,6,0,12,27,6
1951400,1,6,0,9,24,9
1951501,1,3,0,3,9,3
1951502,1,0,0,0,9,6
1951503,1,3,0,9,33,21
1951504,1,3,0,9,21,9
1951600,1,3,0,15,36,15
1951700,1,3,0,12,24,9
1951800,1,6,0,24,54,21
1951900,1,3,0,6,18,9
1952000,1,0,0,21,33,12
1952100,1,12,3,6,54,36
1952200,1,12,0,12,51,27
1952300,1,3,0,42,51,9
1952400,1,0,0,42,51,6
1952500,1,0,0,45,54,9
1952600,1,0,0,27,30,3
1952700,1,0,0,0,0,0
1952800,1,3,0,39,45,3
1952900,1,0,0,36,39,3
1953000,1,3,0,18,21,3
1953100,1,3,0,36,36,0
1953200,1,0,0,0,3,0
1953300,1,0,0,0,0,0
1953400,1,0,0,0,0,0
1953500,1,0,0,0,0,0
1953600,1,0,0,0,6,0
1953700,1,0,0,12,21,6
1953800,1,0,0,12,27,12
1953900,1,3,0,15,30,12
1954000,1,9,0,18,45,15
1954100,1,0,0,0,3,0
1954200,1,0,0,9,9,0
1954300,1,3,0,6,21,12
1954400,1,3,0,15,27,9
1954500,1,6,0,3,18,12
1954600,1,3,0,30,54,24
1954700,1,9,0,33,54,12
1954800,1,3,0,15,30,12
1954900,1,3,0,27,39,9
1955000,1,3,0,24,36,12
1955100,1,3,0,39,45,6
1955200,1,0,0,21,27,6
1955300,1,3,0,18,30,9
1955400,1,0,0,18,21,3
1955500,1,0,0,21,27,6
1955600,1,3,0,27,39,9
1955700,1,0,0,15,21,6
1955800,1,0,0,21,30,6
1955900,1,3,0,21,39,18
1956000,1,3,0,27,36,9
1956100,1,6,0,21,33,6
1956200,1,6,0,18,51,24
1956300,1,3,0,15,21,9
1956400,1,0,0,12,12,0
1956500,1,3,0,27,33,6
1956600,1,6,0,21,36,12
1956700,1,3,0,12,21,6
1956800,1,0,0,21,24,3
1956900,1,0,0,0,3,0
1957000,1,12,0,75,102,15
1957100,1,6,0,12,30,12
1957200,1,0,0,18,24,6
1957300,1,3,0,21,45,18
1957400,1,0,0,9,12,3
1957500,1,3,0,24,42,12
1957600,1,0,0,9,15,3
1957701,1,0,0,24,27,0
1957702,1,9,0,30,45,3
1957800,1,6,0,18,27,3
1957900,1,3,0,30,45,15
1958000,1,3,0,18,24,3
1958100,1,0,0,15,24,6
1958200,1,6,0,24,39,9
1958300,1,3,0,15,24,6
1958400,1,0,0,24,27,0
1958500,1,9,0,15,30,9
1958600,1,0,0,33,36,0
1958700,1,3,0,18,24,3
1958800,1,3,0,24,45,18
1958900,1,0,0,27,36,6
1959000,1,3,0,15,21,6
1959100,1,3,0,30,42,6
1959200,1,0,0,15,21,3
1959300,1,3,0,15,27,9
1959400,1,15,0,6,33,12
1959500,1,3,0,27,27,0
1959600,1,6,0,36,48,6
1959700,1,9,0,24,42,6
1959800,1,3,0,21,30,3
1959900,1,0,0,18,24,3
1960001,1,0,0,30,33,0
1960002,1,3,0,3,15,12
1960003,1,3,0,24,27,3
1960004,1,0,0,12,21,9
1960100,1,0,0,27,30,0
1960200,1,3,0,27,30,0
1960300,1,3,0,21,27,3
1960400,1,3,0,15,21,0
1960500,1,0,0,0,0,0
1960600,1,0,0,27,36,6
1960700,1,6,0,27,39,3
1960800,1,6,0,21,36,12
1960900,1,3,0,30,39,3
1961001,1,3,0,18,27,6
1961002,1,3,0,18,24,6
1961100,1,12,0,0,30,15
1961200,1,0,0,0,0,0
1961300,1,3,0,39,42,3
1961400,1,3,0,18,24,3
1961500,1,3,0,18,24,3
1961600,1,0,0,24,27,0
1961700,1,0,0,27,42,15
1961800,1,0,0,18,27,6
1961900,1,9,0,36,48,0
1962000,1,3,0,36,45,3
1962100,1,6,0,87,105,9
1962200,1,6,0,9,33,15
1962300,1,9,0,15,45,21
1962400,1,0,0,39,45,3
1962500,1,6,0,18,63,39
1962600,1,3,0,9,21,9
1962700,1,0,0,27,33,6
1962800,1,6,0,9,24,9
1962900,1,9,0,30,54,15
1963000,1,12,0,33,66,21
1963100,1,0,0,9,12,0
1963200,1,0,0,30,33,0
1963300,1,9,0,15,27,3
1963400,1,27,0,21,93,51
1963500,1,3,0,18,30,9
1963600,1,3,0,27,36,6
1963700,1,3,0,30,48,15
1963800,1,6,0,42,69,21
1963900,1,0,0,9,12,6
1964000,1,9,0,42,66,18
1964100,1,3,0,24,27,3
1964200,1,12,0,18,69,36
1964300,1,3,0,27,42,9
1964400,1,0,0,33,39,3
1964500,1,3,0,36,48,6
1964600,1,0,0,30,30,3
1964700,1,3,0,39,42,3
1964800,1,0,0,24,24,0
1964900,1,0,0,33,36,0
1965000,1,0,0,27,30,0
1965100,1,0,0,18,21,0
1965200,1,0,0,27,27,3
1965300,1,0,0,0,3,0
1965400,1,0,0,0,0,0
1965500,1,0,0,0,0,0
1965600,1,0,0,0,6,0
1965700,1,3,0,6,21,9
1965800,1,0,0,0,0,0
1965900,1,0,0,15,18,3
1966000,1,0,0,21,24,3
1966100,1,0,0,15,15,0
1966200,1,0,0,18,21,3
1966300,1,3,0,18,39,15
1966400,1,15,0,12,51,24
1966500,1,0,0,27,33,6
1966600,1,0,0,0,3,0
1966700,1,0,0,0,0,0
1966800,1,0,0,0,0,0
1966900,1,0,0,0,0,0
1967000,1,0,0,0,0,0
1967100,1,0,0,0,0,0
1967200,1,6,0,0,9,0
1967300,1,0,0,0,0,0
1967400,1,0,0,0,0,0
1967500,1,0,0,0,0,0
1967600,1,0,0,0,0,0
1967700,1,0,0,9,12,3
1967800,1,0,0,0,3,0
1967900,1,0,0,33,39,6
1968001,1,3,0,18,30,9
1968002,1,0,0,15,21,6
1968100,1,0,0,0,3,0
1968200,1,0,0,30,39,9
1968300,1,0,0,0,0,0
1968400,1,3,0,33,57,21
1968500,1,3,0,6,9,3
1968600,1,6,0,39,72,24
1968700,1,0,0,0,0,0
1968800,1,3,0,27,45,15
1968900,1,3,0,24,30,3
1969000,1,0,0,9,6,0
1969100,1,0,0,12,30,18
1969200,1,6,0,36,51,9
1969300,1,3,0,42,54,9
1969400,1,0,0,24,42,15
1969500,1,3,0,18,21,0
1969600,1,0,0,33,45,9
1969700,1,3,0,24,33,6
1969800,1,0,0,42,63,21
1969900,1,3,0,21,33,6
1970000,1,0,0,51,60,9
1970100,1,3,0,60,72,9
1970200,1,0,0,36,39,3
1970300,1,3,0,45,48,3
1970400,1,0,0,24,24,0
1970500,1,0,0,30,33,0
1970600,1,0,0,42,48,6
1970700,1,3,0,24,39,9
1970801,1,0,0,18,33,12
1970802,1,9,0,3,24,15
1970803,1,0,0,18,21,0
1970900,1,6,0,33,42,6
1971000,1,0,0,33,33,0
1971100,1,3,0,42,51,6
1971200,1,0,0,45,48,3
1971300,1,0,0,42,45,3
1971400,1,3,0,42,57,9
1971500,1,6,0,27,51,21
1971600,1,0,0,18,30,12
1971700,1,0,0,33,39,3
1971800,1,0,0,21,24,3
1971900,1,3,0,27,36,3
1972000,1,0,0,15,24,6
1972100,1,3,0,27,33,3
1972200,1,0,0,18,18,0
1972300,1,0,0,36,36,0
1972400,1,3,0,18,18,3
