id,name
500301,Kaitaia West
585307,Kaniere
541760,Richmond Heights
611500,Newfield-Rockdale
508220,Windy Ridge
567700,Trentham North
568201,Taita North
592900,Avondale
518802,Wesley
530300,Naylor
521901,Otahuhu West
562922,Awapuni South
506800,Helensville
520401,Ferndale
590505,Westhaven
598320,Pleasant Point
586305,Kingsbury
538301,Kaitemako
525540,Pahurehure
506655,Muriwai Valley
592812,Dallington
549200,Tikokino
579400,Waingawa
604221,Corstorphine West
553601,Eltham
508412,Witheford
506003,Silverdale South
546700,Maraenui
505904,Army Bay
553002,Douglas
581601,Golden Bay
574001,Newlands South
585601,Parnassus
562600,Terrace End
577700,Makara-Ohariu
581250,Redwoodtown
556700,Wanganui Collegiate
553700,Kapuni
541333,Kinloch
533100,Coromandel
545841,Maraekakaho
591200,Rapaki Track
509701,Ocean View
561200,Himatangi Beach
527123,Kainui
512300,Te Atatu Central
513410,Whenuapai West
520402,Hamlin
542901,Te Kaha
515902,Parnell West
506656,Waitakere West
548831,Te Mata
566700,Maoribank
517202,Stonefields
535231,Te Poi
533901,Hauraki Plains
514402,Glenavon
551112,Kaitake
533200,Te Rerenga
580449,Rapaura
521302,Runciman
538731,Owhata South
527504,Leamington West
524200,Mangere South
589700,Westburn
508701,Albany
615900,Little Barrier Island
512902,Otimai
581834,Rabbit Island
589601,Hawthornden
610602,Waikiwi
527008,Rototuna
529401,Queenwood
586122,Lehmans
536832,Te Maunga
584937,Nelson Creek-Ngahere
552701,Egmont Village
588800,Russley
585110,Cobden
603100,Stuart St-Frederick St
584411,Charleston
587904,West Melton
604110,Mornington
501806,Marsden Point-Ruakaka
521112,Eden Road-Hill Top
528405,Burbush
523817,Hyperion
586604,Ohoka
554300,Waitotara
577400,Karaka Bay-Worser Bay
528310,Bryant
508803,Unsworth Heights
585805,Sefton
510220,Birkdale South
553301,Rahotu
610040,Hokonui
523818,Redoubt East
522810,Pakuranga North
611800,Kingswell-Clifton
609912,Makarewa
514401,Roberton
600812,Ardgowan
504100,Onerahi
576400,Newtown East
604902,Sandymount
502002,Three Mile Bush
520303,Mt Wellington North
532902,Taumarunui Central
508806,North Harbour West
562500,Roslyn
502800,Regent
587812,Broomfield
599800,Timaru Gardens
600826,Maheno
587702,Wigram
527922,Pirongia
573522,Grenada North
516601,Kohimarama West
598900,Marchwiel
534603,Springdale
547300,Taradale South
516800,Glendowie
511700,Kelston Central
521601,Howick West
508805,Windsor Park
529502,Insoll
547900,Raureka
584701,Inangahua Valley
576600,Oriental Bay
539100,Western Heights
548612,Lochain
537500,Gate Pa
533604,Te Puru-Thornton Bay
567902,Mangaroa
546300,Onekawa Central
561902,Turitea
529100,Hamilton Lake
515432,St Lukes North
532903,Sunshine-Hospital Hill
545722,Whakatu
606100,Mosgiel East
574302,Te Kainga
540700,Whaka
616200,Rakitu Island
551301,Waitara West
521152,Glenbrook
524711,Burbank
505805,Orewa
537000,Matua
540100,Kawaha Point
553003,Toko
612712,Manapouri
542550,Matahina-Minginui
570500,Onepoto
516301,Meadowbank North
587905,Taitapu
505400,Leigh
587846,Halswell Domain
536653,Rangiuru
586127,Coldstream
590603,Waimairi Beach
549500,Waipukurau
536831,Arataki
560421,Halcombe
587811,Yaldhurst
503300,Horahora
605500,St Kilda Central
584301,Motueka West
542000,Matata
566200,Paekakariki
509400,Mt Victoria
503500,Raumanga East
525610,Papakura East
552500,Struan Park
598500,Geraldine
620000,Inland Water-Lake Taupo
594600,Sydenham
527505,Leamington East
579900,Greytown
524603,Puhinui South
528402,Pukete West
585325,Haast
552100,Fitzroy
580900,Lake Tennyson
601301,Waihemo
508510,Forrest Hill
600827,Omarama
515201,Herne Bay
556300,Gonville East
516201,Orakei South
528000,Rotongata
506634,Mahurangi
586407,Kaiapoi East
609023,Sunshine Bay
505907,Stanmore Bay West
536517,Gravatt
565601,Pauatahanui
506613,Tauhoa-Puhoi
585309,Ross
578000,Pahiatua
568401,Avalon West
529402,Chedworth
543800,Patutahi
590504,Mairehau North
570000,Esplanade
604010,Roslyn North
564530,Pinehaven
536201,Papamoa Beach East
561500,Moutoa
536630,Kaimai
566102,Raumati South
562800,Palmerston North Central
609200,Arrowtown
600600,Weston
522604,Bucklands Beach South
592702,Shirley East
575701,Vogeltown West
596000,Mt Pleasant
532700,Otangiwai-Heao
567800,Heretaunga-Silverstream
523107,Burswood
586801,Ashley Gorge
613000,Stewart Island
520601,Tamaki
548200,Hastings Central
541316,Wharewaka
610020,Waikaia
505602,Huapai
543602,Te Karaka
540200,Koutu
574304,Rangoon Heights
592600,Edgeware
609028,Lake Hayes
521801,Otahuhu North
598311,Ben Mcleod
585140,Greymouth South
501802,Opouteke-Tanekaha
562710,Highbury
586304,Southbrook
535100,Tirau
584911,Kaiata
517903,Owairaka East
528501,Nawton
501000,Russell
505605,Kumeu West
524812,Weymouth East
581850,Riwaka
586408,Kaiapoi North West
501615,Waitangi
505300,Wellsford
603500,Woodhaugh
512000,Titirangi South
526103,Waiuku West
556600,Springvale East
580450,Wairau South
531002,Te Awamutu Central
526900,Te Kauwhata
569302,Maungaraki
585506,Amuri
581230,Blenheim Central
512600,Konini
520500,Mt Wellington South
584930,Dobson
527912,Te Kowhai
576001,Island Bay West
553102,Stratford East
502004,Abbey Caves
590702,Riccarton West
556400,Gonville West
531800,Mokauiti
611601,Heidelberg
500900,Kerikeri
515410,Grey Lynn West
527820,Temple View
545302,Whakaki
605600,St Kilda East
541334,Tatua
563705,Waikanae Park
598600,Temuka
516400,Orakei North
521301,Drury
555700,Castlecliff North
601900,Fairfield
577601,Maupuia
586307,Rangiora West
559230,Lake Alice
525921,Pukekohe West
541348,Tokaanu
535330,Matarawa
527005,Sylvester
520202,Ellerslie South
506616,Matheson Bay
601302,Hyde
513800,Karekare
545632,Awatoto
551400,Moturoa
573801,Paparangi West
536641,Ohauiti-Ngapeke
580200,Havelock
523300,Beachlands-Maraetai
